tick,mid_price,micro_price,obi,spread,ofi,ofi_rolling,bid_slope,ask_slope,rv_50,rv_200,accel,depth_imb_flow,pnl,position,action
942,98.01860227,98.01933018,0.07408953,0.02006059,-558.32974714,-2609.84747617,33351.86361043,28576.47272545,0.00043905,0.00045485,-0.05935852,0.50600953,2.33342254,-22.00000000,PASSIVE_BUY
943,97.96002556,97.96560843,0.10177712,0.02023497,-588.86874073,-2687.01057718,20935.47118267,22288.09796907,0.00042782,0.00045584,-0.04181168,0.52262332,2.40028574,-21.00000000,PASSIVE_BUY
944,97.99003376,97.98432770,-0.06195011,0.02072952,214.79642956,-3179.34328613,22362.36272367,24096.46472676,0.00042279,0.00045575,0.08858492,0.52262332,1.78047817,-22.00000000,PASSIVE_SELL
945,97.98624047,97.98213683,-0.17948428,0.02042465,-410.22189472,-4336.35184493,18318.28798214,27984.13652360,0.00042263,0.00045526,-0.03380150,0.52881568,1.87414289,-23.00000000,PASSIVE_SELL
946,97.91591002,97.91927119,-0.06729436,0.02050150,-361.15598823,-4244.85706922,28265.96359589,32425.89805010,0.00043103,0.00045495,-0.06653716,0.53591173,2.43570415,-22.00000000,PASSIVE_BUY
947,97.88323396,97.88619575,0.15554222,0.02022405,-557.05671068,-5398.01135585,36051.17700578,26101.04975250,0.00043116,0.00045513,0.03765439,0.53591173,2.48140543,-21.00000000,PASSIVE_BUY
948,97.89700554,97.89638799,0.03749766,0.02060087,517.84548834,-4326.82805929,21273.72834065,20075.98441681,0.00043223,0.00045431,0.04644764,0.53979760,2.20250265,-22.00000000,PASSIVE_SELL
949,97.95668850,97.95513807,-0.25697312,0.02000406,545.32798595,-3966.47084240,22606.99524294,37141.45638881,0.00044243,0.00045580,0.04591137,0.53979760,0.89947974,-23.00000000,PASSIVE_SELL
950,97.97861129,97.97730376,0.01114320,0.02076748,501.56282967,-3311.62057772,22303.89621833,23732.47136110,0.00044071,0.00045562,-0.03776016,0.54503215,0.40563920,-24.00000000,PASSIVE_SELL
951,98.04357152,98.04585356,-0.14219907,0.02033065,641.63723791,-2947.13417008,18425.36254128,29860.00350684,0.00044825,0.00045840,0.04303744,0.54503215,2.30982235,-23.00000000,PASSIVE_BUY
952,98.04500619,98.04617565,0.00358626,0.02053365,418.69260960,-1959.79127242,31927.49962638,31681.37655043,0.00044093,0.00045798,-0.06352557,0.55269217,2.31642142,-22.00000000,PASSIVE_BUY
953,97.99717996,98.00228765,0.14065031,0.02035848,-471.73439745,-1955.52710097,25826.59191739,22920.18190901,0.00043969,0.00045751,-0.04926090,0.55269217,2.37626620,-21.00000000,PASSIVE_BUY
954,98.05072365,98.05616095,0.01408689,0.02006622,555.06382624,-1857.75586266,25761.53598798,31736.36553783,0.00044630,0.00045917,0.10136992,0.53593620,2.33567820,-20.00000000,PASSIVE_BUY
955,98.01860270,98.02074712,-0.05677568,0.02071939,-573.05734721,-1865.80077429,24102.37509910,22441.89578003,0.00044721,0.00045956,-0.08566464,0.53593620,2.37195376,-19.00000000,PASSIVE_BUY
956,98.07697926,98.07538831,0.19636855,0.02024057,393.25569050,-1931.47670677,32842.12186957,18474.07362357,0.00045512,0.00046169,0.09049751,0.53470453,1.27291938,-20.00000000,PASSIVE_SELL
957,98.19246344,98.19034461,-0.28295961,0.02022452,492.86540385,-2250.98234149,20330.63080780,37407.59207819,0.00047686,0.00046888,0.05710762,0.53470453,-1.02665202,-21.00000000,PASSIVE_SELL
958,98.21631873,98.21568494,-0.10108922,0.02012207,420.25963018,-1925.62078453,19832.68545350,27549.66357735,0.00046898,0.00046929,-0.09162889,0.53470453,-1.51755206,-22.00000000,PASSIVE_SELL
959,98.25895388,98.26219724,-0.01518419,0.02038436,521.10677644,-1717.52840266,21156.74147154,23894.88452080,0.00047035,0.00047015,0.01877986,0.55119000,2.13656646,-21.00000000,PASSIVE_BUY
960,98.28770214,98.27810123,-0.23363928,0.02041021,210.86459532,-1971.52998217,23049.69701754,33249.44892622,0.00045551,0.00046954,-0.01388689,0.56540884,1.54305812,-22.00000000,PASSIVE_SELL
961,98.24469908,98.25319593,-0.02979966,0.02080837,-37.12489187,-2568.32603569,23998.49215524,27634.02484541,0.00045673,0.00047008,-0.07175132,0.56540884,2.14881511,-21.00000000,PASSIVE_BUY
962,98.25334797,98.26174828,0.09819933,0.02012283,372.40104858,-2758.19791048,27371.37877061,23444.51870287,0.00043990,0.00047014,0.05165195,0.56540884,2.15708306,-20.00000000,PASSIVE_BUY
963,98.29067139,98.29627749,0.17741766,0.02049874,487.85673117,-2036.54166073,26056.10272212,20300.55329906,0.00044376,0.00047107,0.02867452,0.56766904,2.12643783,-19.00000000,PASSIVE_BUY
964,98.34442693,98.33488085,-0.22615275,0.02022574,146.50229001,-1386.80677997,22402.13219931,27861.41180979,0.00044933,0.00047282,0.01643213,0.56766904,1.11519544,-20.00000000,PASSIVE_SELL
965,98.43142090,98.42273440,-0.22010662,0.02040219,480.74951469,-595.15805768,22449.93428220,29945.23893050,0.00046406,0.00047712,0.03323844,0.57546897,-0.61448303,-21.00000000,PASSIVE_SELL
966,98.41474541,98.41460211,-0.20531117,0.02030823,-472.45489383,-399.57358304,16790.61848673,28900.46032741,0.00045806,0.00047361,-0.10366947,0.57650444,-0.25414359,-22.00000000,PASSIVE_SELL
967,98.38947504,98.38857271,-0.12323377,0.02051447,-809.72970275,-1755.13128919,21542.69766809,26687.12517693,0.00045880,0.00047293,-0.00859488,0.57650444,0.31206179,-23.00000000,PASSIVE_SELL
968,98.36288181,98.36329794,0.08672188,0.02019168,-762.77079692,-2033.80248997,22901.40468788,22729.04503289,0.00045965,0.00047297,-0.00132287,0.59606432,0.92370621,0.00000000,ABORT
969,98.42246738,98.42240083,-0.05708110,0.02008466,912.47213420,-286.12759810,21429.09879533,28789.03742488,0.00045918,0.00047347,0.08617881,0.59630451,0.92370621,0.00000000,ABORT
970,98.36409113,98.36818093,0.07580501,0.02031880,-616.91557834,-1619.16532072,23881.26937733,22261.06987866,0.00046621,0.00047419,-0.11796183,0.59612861,0.93386561,1.00000000,PASSIVE_BUY
971,98.43798705,98.44545167,0.01885053,0.02021775,590.66174033,-383.84817374,19743.32518404,21050.30312416,0.00046992,0.00047600,0.13227218,0.59612861,1.01787041,2.00000000,PASSIVE_BUY
972,98.52147973,98.51919837,-0.17381041,0.02004577,225.11088715,553.98874243,22202.75238218,34158.02510993,0.00048330,0.00047871,0.00959675,0.60710536,1.18485576,0.00000000,ABORT
973,98.54986482,98.55031453,-0.02844827,0.02000004,507.88600899,1974.80126069,27015.30652825,26880.76305477,0.00048323,0.00047901,-0.05510758,0.60710536,1.18485576,0.00000000,ABORT
974,98.57804029,98.58079519,0.02466113,0.02023014,659.82572994,3074.86621353,29834.71812734,30558.37838095,0.00048278,0.00047916,-0.00020963,0.61178847,1.18485576,0.00000000,ABORT
975,98.53836007,98.53566936,-0.01147381,0.02043697,-602.00411126,3153.92305399,24242.17818893,25188.01546220,0.00048010,0.00047826,-0.06785568,0.61178847,1.18485576,0.00000000,ABORT
976,98.54408438,98.55068831,0.06365345,0.02011490,372.40060300,2869.50205282,24206.14412169,22291.29592508,0.00048006,0.00047722,0.04540452,0.61178847,1.18485576,0.00000000,ABORT
977,98.59325204,98.59367777,0.01000955,0.02011250,470.70840081,4124.19504496,30855.15889113,28280.90187106,0.00047550,0.00047682,0.04344335,0.61754482,1.18485576,0.00000000,ABORT
978,98.53721140,98.53561608,0.03148593,0.02000714,-839.49830558,2726.37964921,21871.74698805,16443.84862043,0.00048000,0.00047629,-0.10520831,0.61336655,1.18485576,0.00000000,ABORT
979,98.50564788,98.51038891,0.25435566,0.02082349,-368.62186036,1893.46075650,28724.81154766,16507.07718432,0.00048300,0.00047521,0.02447713,0.61336655,1.18485576,0.00000000,ABORT
980,98.49088329,98.49042112,0.01717754,0.02043566,-352.84775209,1751.74201516,28168.72496152,26334.97155817,0.00048375,0.00047523,0.01679893,0.61336655,1.18485576,0.00000000,ABORT
981,98.47893115,98.47050254,-0.10214842,0.02019430,-613.16087299,1703.76152761,20622.11392303,20583.08167409,0.00048033,0.00047524,0.00281245,0.61409405,1.18485576,0.00000000,ABORT
982,98.50887930,98.51104811,0.01529999,0.02003218,843.77715944,2987.52596482,22633.77077635,22323.95808457,0.00047754,0.00047551,0.04190029,0.61409405,1.18485576,0.00000000,ABORT
983,98.51133116,98.50275582,0.02360315,0.02078546,275.01372834,3360.13228217,31007.44068765,24496.88836704,0.00047176,0.00047489,-0.02749630,0.61468379,1.18485576,0.00000000,ABORT
984,98.42235307,98.41971618,-0.00375510,0.02037320,-531.69247476,3573.26270039,29178.78877400,28069.85710829,0.00048132,0.00047749,-0.09142995,0.62275968,1.18485576,0.00000000,ABORT
985,98.37856553,98.37428046,-0.00746718,0.02069320,-692.26080047,2538.20905368,32018.60573825,28801.26538033,0.00048585,0.00047575,0.04519056,0.62275968,1.18485576,0.00000000,ABORT
986,98.33543598,98.33502830,-0.06257237,0.02058560,-518.51716104,1647.54855745,20469.06663953,28505.41133958,0.00049086,0.00047564,0.00065799,0.64045646,1.18485576,0.00000000,ABORT
987,98.40190571,98.40229355,-0.02507135,0.02013584,525.92475344,1661.19466599,20693.52236632,24447.97143261,0.00049851,0.00047792,0.10959928,0.64045646,1.18485576,0.00000000,ABORT
988,98.39628775,98.39250213,-0.33319535,0.02023321,-499.11276712,1637.50709967,15916.00212189,33241.71017943,0.00048216,0.00047547,-0.07208769,0.64030815,1.18485576,0.00000000,ABORT
989,98.42459055,98.42388554,-0.10105982,0.02002371,414.22894704,1473.74513910,22573.25980599,21654.44093501,0.00047813,0.00047527,0.03392076,0.64030815,1.18485576,0.00000000,ABORT
990,98.41411900,98.41905799,-0.01477131,0.02038249,-194.04615372,1828.94685827,19555.75000223,19205.08155402,0.00046938,0.00047527,-0.03877435,0.64030815,1.18485576,0.00000000,ABORT
991,98.45768576,98.44809812,-0.13273831,0.02058000,123.72843465,1411.34366609,26856.75200638,30019.01078705,0.00046950,0.00047646,0.05403831,0.63053658,1.18485576,0.00000000,ABORT
992,98.44182398,98.44244546,0.25399145,0.02105380,-182.83661703,1786.83679619,33521.01887253,19504.22443921,0.00046939,0.00047631,-0.05942854,0.63053658,1.18485576,0.00000000,ABORT
993,98.45998421,98.45601253,0.16334663,0.02012674,353.30995331,2729.01549024,22746.17090419,15409.40563999,0.00045926,0.00047529,0.03402202,0.62003406,1.18485576,0.00000000,ABORT
994,98.45707439,98.45803865,-0.11532092,0.02059816,-525.65873220,1988.56032848,27061.48441238,32966.02829766,0.00045868,0.00047342,-0.02107006,0.62003406,1.18485576,0.00000000,ABORT
995,98.41689960,98.42415606,0.19008383,0.02077898,-476.12855636,1922.65366684,29246.70477694,19621.26543208,0.00046372,0.00047102,-0.03726496,0.62565988,1.18485576,0.00000000,ABORT
996,98.35208797,98.35143249,-0.05692852,0.02018439,-744.34705076,1539.46260431,26953.34893214,28565.02337124,0.00046173,0.00047302,-0.02463685,0.64359897,1.18485576,0.00000000,ABORT
997,98.44196866,98.43707143,-0.07699678,0.02007818,521.98438112,2618.50369611,30088.05454315,32272.78547983,0.00047180,0.00047746,0.15469232,0.64359897,1.18485576,0.00000000,ABORT
998,98.56137257,98.56588375,0.10673469,0.02014122,868.29646378,2968.95467155,32056.31519002,26201.40933842,0.00049624,0.00048498,0.02952323,0.65076096,1.18485576,0.00000000,ABORT
999,98.57705988,98.57536906,-0.05290788,0.02033701,432.14521825,2855.77190385,19152.79769289,22268.19955170,0.00049162,0.00048516,-0.10371661,0.65076096,1.18485576,0.00000000,ABORT
1000,98.65327759,98.65234747,0.16979172,0.02015371,679.83697775,3034.04605193,23111.53436663,15031.09808069,0.00049974,0.00048710,0.06053040,0.65124114,1.18485576,0.00000000,ABORT
1001,98.72537125,98.73372464,-0.08674263,0.02000311,791.94288965,3184.35170367,27559.82352048,34604.69081263,0.00050125,0.00048934,-0.00412405,0.66580380,1.18485576,0.00000000,ABORT
1002,98.70587266,98.70641287,0.09814770,0.02050736,-553.09193282,2212.56716126,27733.19754123,25759.08778304,0.00050318,0.00048948,-0.09159224,0.66580380,1.18485576,0.00000000,ABORT
1003,98.75355301,98.75239254,0.06696379,0.02094305,266.37488308,2950.67644178,31005.37016912,25646.70701712,0.00049749,0.00049058,0.06717893,0.66580380,1.18485576,0.00000000,ABORT
1004,98.82958451,98.83186593,-0.16879807,0.02053326,492.64044203,2888.25305757,18157.09035432,30657.93745164,0.00050197,0.00049212,0.02835116,0.65999296,1.18485576,0.00000000,ABORT
1005,98.80709580,98.81641368,0.07902761,0.02038952,-311.98168982,3149.32871496,28072.51314062,29607.11819329,0.00050023,0.00049057,-0.09852021,0.65999296,1.18485576,0.00000000,ABORT
1006,98.80025542,98.80247215,0.04600957,0.02035255,-482.07690667,2273.99611780,31253.65409403,27193.85536627,0.00049731,0.00049025,0.01564833,0.65999296,1.18485576,0.00000000,ABORT
1007,98.71033918,98.71241062,-0.06588398,0.02002804,-450.92034641,1330.21036754,23711.04858512,28836.70754669,0.00049672,0.00049431,-0.08307587,0.65704358,1.18485576,0.00000000,ABORT
1008,98.67064840,98.67599933,0.05636764,0.02032556,-590.22536280,319.72537456,25088.86719155,25461.75754619,0.00050133,0.00049408,0.05022547,0.65540860,1.18485576,0.00000000,ABORT
1009,98.65425669,98.65219461,-0.02057667,0.02018478,-819.30282556,-1020.68422744,26470.54120358,20116.66654863,0.00050019,0.00049238,0.02329906,0.65540860,1.18485576,0.00000000,ABORT
1010,98.58471245,98.58577778,-0.00184909,0.02007548,-398.77117000,-1630.31999276,17787.59778605,18910.85711590,0.00051111,0.00049430,-0.05315253,0.65840353,1.18485576,0.00000000,ABORT
1011,98.57180150,98.57021960,-0.07102281,0.02024548,-249.55313762,-1842.74823851,23557.64880361,28405.16065186,0.00050692,0.00049337,0.05663329,0.65840353,1.18485576,0.00000000,ABORT
1012,98.57084468,98.57671707,0.03292365,0.02035097,-167.70470625,-2382.85399334,29073.12317935,29971.42721345,0.00050702,0.00048852,0.01195413,0.65840353,1.18485576,0.00000000,ABORT
1013,98.48705383,98.48792115,0.17522754,0.02119375,-613.15623530,-3483.86695980,23624.50535720,15571.28299109,0.00052078,0.00049132,-0.08283403,0.66882695,1.18485576,0.00000000,ABORT
1014,98.46204219,98.46423177,-0.27469458,0.02056176,-712.64728718,-4343.01653700,15647.77800395,35274.91655627,0.00051725,0.00049098,0.05877921,0.67055641,1.18485576,0.00000000,ABORT
1015,98.44954515,98.44416991,0.22180569,0.02019953,-868.64896794,-5692.41501963,32789.02607961,17071.85119564,0.00050279,0.00049094,0.01251461,0.67055641,1.18485576,0.00000000,ABORT
1016,98.43873720,98.44258774,-0.12297685,0.02059652,-259.23537740,-5479.19550320,20134.50722168,28476.39699026,0.00050244,0.00048485,0.00168908,0.68192747,1.18485576,0.00000000,ABORT
1017,98.42729712,98.42541572,0.05782842,0.02015368,-592.76074410,-5262.22654455,27991.77921157,26452.77187975,0.00050136,0.00048445,-0.00063213,0.68192747,1.18485576,0.00000000,ABORT
1018,98.44818324,98.45111432,-0.01235977,0.02064528,503.44776751,-3996.00798013,25257.15409461,29205.80696008,0.00050056,0.00048294,0.03232620,0.68192747,1.18485576,0.00000000,ABORT
1019,98.40310683,98.41121771,0.09014691,0.02014680,-233.87090501,-5142.35101934,27897.97442131,25195.06097877,0.00049770,0.00048382,-0.06596253,0.67771894,1.18485576,0.00000000,ABORT
1020,98.45672627,98.46425713,0.23961790,0.02004712,536.33480372,-3989.10063728,28725.17483732,20897.84876240,0.00049625,0.00048375,0.09869585,0.67771894,1.18485576,0.00000000,ABORT
1021,98.48800940,98.49745094,-0.03993501,0.02010910,464.81249150,-4114.94988610,19509.88868425,24569.45932069,0.00048709,0.00048435,-0.02233632,0.67071562,1.18485576,0.00000000,ABORT
1022,98.57456693,98.56713733,0.03680440,0.02011454,47.61194379,-4292.44882946,25285.55291272,21078.19250923,0.00048816,0.00048758,0.05527441,0.67071562,1.18485576,0.00000000,ABORT
1023,98.58155179,98.58287517,-0.13655451,0.02020600,699.30082653,-4101.03401191,16000.52655204,26727.74387735,0.00048664,0.00048313,-0.07957266,0.66966038,1.18485576,0.00000000,ABORT
1024,98.55317718,98.55805286,0.37669917,0.02059354,-633.55887227,-5394.41861412,32253.62399930,15417.65895032,0.00048668,0.00047806,-0.03535948,0.67320550,1.18485576,0.00000000,ABORT
1025,98.54720814,98.54509786,-0.03917632,0.02039255,-829.49735772,-5621.91186059,26870.41784423,27577.88305160,0.00048344,0.00047794,0.02240558,0.67320550,1.18485576,0.00000000,ABORT
1026,98.52430860,98.52563886,0.11381273,0.02006812,-296.30939961,-6290.62186320,19861.00179266,20277.98126064,0.00048447,0.00047725,-0.01693050,0.67320550,1.18485576,0.00000000,ABORT
1027,98.49891137,98.49097494,-0.19058892,0.02025223,-366.74029640,-7128.07056041,25881.14113869,36142.07088508,0.00048032,0.00047445,-0.00249769,0.68199871,1.18485576,0.00000000,ABORT
1028,98.48072731,98.47981399,-0.02170042,0.02022541,-341.44816711,-6630.02042194,23746.48008565,28257.88498889,0.00047451,0.00047372,0.00721316,0.68199871,1.18485576,0.00000000,ABORT
1029,98.49935795,98.50230402,0.05434447,0.02078182,801.48566015,-5459.91290143,26590.41547858,26003.59884398,0.00047324,0.00047359,0.03681470,0.67939386,1.18485576,0.00000000,ABORT
1030,98.51304909,98.51012703,0.01114425,0.02076347,473.76609684,-4633.29905250,31042.31016420,27970.69606641,0.00047315,0.00047282,-0.00493949,0.67939386,1.18485576,0.00000000,ABORT
1031,98.47666616,98.48595354,0.23122846,0.02004811,-214.55676071,-4234.69494022,29442.01695626,21816.49498554,0.00047574,0.00046941,-0.05007407,0.66678499,1.18485576,0.00000000,ABORT
1032,98.49823779,98.49953863,-0.01113083,0.02122349,305.58263143,-4772.88946823,18749.41305738,21569.47146625,0.00047480,0.00046947,0.05795455,0.66678499,1.18485576,0.00000000,ABORT
1033,98.55770080,98.56393261,-0.05804106,0.02010083,651.06152490,-4396.84167166,19861.81256317,28865.32005831,0.00048231,0.00047150,0.03789139,0.66342358,1.18485576,0.00000000,ABORT
1034,98.58769457,98.58752206,0.15956780,0.02005414,568.00111674,-3297.14808017,35547.74582819,23663.85471449,0.00046595,0.00047022,-0.02946924,0.66364660,1.18485576,0.00000000,ABORT
1035,98.56165304,98.56160984,-0.09961180,0.02050671,-824.10707568,-3428.99435538,27055.43859277,31901.86900117,0.00046291,0.00047006,-0.05603531,0.66330706,1.18485576,0.00000000,ABORT
1036,98.55645739,98.54714803,-0.07513844,0.02066933,-724.38300537,-3634.86019971,23855.65693622,22244.02505161,0.00045811,0.00046998,0.02084589,0.66330706,1.18485576,0.00000000,ABORT
1037,98.51764570,98.52020514,0.11774975,0.02020395,-294.38922753,-4455.17418068,27359.24659356,24733.87877979,0.00045310,0.00046834,-0.03361605,0.67387566,1.18485576,0.00000000,ABORT
1038,98.56618040,98.56546363,-0.29669576,0.02031933,696.76577066,-3259.29564291,15556.82140350,34188.37420498,0.00045765,0.00046759,0.08734639,0.66575613,1.18485576,0.00000000,ABORT
1039,98.62447603,98.62447011,0.03674831,0.02024211,868.68760038,-2804.83698957,32054.34556950,29229.37774561,0.00046295,0.00046866,0.00976093,0.66575613,1.18485576,0.00000000,ABORT
1040,98.72839990,98.72884683,-0.20551894,0.02025262,880.04229377,-1730.74854208,21051.13591847,36967.39608896,0.00048359,0.00047427,0.04562824,0.67601260,1.18485576,0.00000000,ABORT
1041,98.67873376,98.67212689,-0.03456874,0.02027619,-703.00781543,-2557.48479216,21707.45439939,24135.43575287,0.00048689,0.00047494,-0.15359001,0.67063033,1.18485576,0.00000000,ABORT
1042,98.71799912,98.71260034,0.10686138,0.02087350,355.71140161,-2018.93677352,33034.84691501,21020.55883685,0.00048845,0.00047578,0.08893150,0.67063033,1.18485576,0.00000000,ABORT
1043,98.66291889,98.66195942,0.02051034,0.02013396,-308.03249559,-2680.27922242,23890.47451926,20759.16282670,0.00049556,0.00047652,-0.09434559,0.67031359,1.18485576,0.00000000,ABORT
1044,98.64866821,98.64476130,-0.18036207,0.02099931,-501.57866907,-2656.19915930,23223.12290218,31508.69750758,0.00049614,0.00047625,0.04082955,0.67031359,1.18485576,0.00000000,ABORT
1045,98.66634146,98.66385429,-0.16112078,0.02017901,656.80552885,-1523.26507408,25002.94318867,34881.35179657,0.00049236,0.00047587,0.03192393,0.65585859,1.18485576,0.00000000,ABORT
1046,98.63075103,98.62739577,-0.04373216,0.02015377,-732.82410383,-1511.74212715,28696.43872362,27983.14496130,0.00048549,0.00047633,-0.05326368,0.64819106,1.18485576,0.00000000,ABORT
1047,98.69395678,98.69980402,0.11666805,0.02011213,824.84196794,-1208.88454033,30050.30782677,22241.62098070,0.00047730,0.00047812,0.09879619,0.64819106,1.18485576,0.00000000,ABORT
1048,98.71598684,98.71781653,0.09144331,0.02037153,581.91318232,-1495.26782179,27110.48932695,23213.22534396,0.00044839,0.00047073,-0.04117570,0.66749459,1.18485576,0.00000000,ABORT
1049,98.67450109,98.67097801,-0.06388234,0.02015761,-702.36271131,-2629.77575135,29325.27995562,31990.61058084,0.00045241,0.00047162,-0.06351582,0.66749459,1.18485576,0.00000000,ABORT
1050,98.69205919,98.69193385,-0.18445805,0.02099983,690.27604559,-2619.33668351,20387.10188503,31857.70732111,0.00044010,0.00047177,0.05904385,0.67794239,1.18485576,0.00000000,ABORT
1051,98.65539896,98.64720502,-0.02770332,0.02035314,-843.22368247,-4254.50325563,31089.58633209,30155.06779122,0.00043085,0.00047244,-0.05421832,0.66193705,1.18485576,0.00000000,ABORT
1052,98.63115303,98.63373785,0.11069773,0.02043438,-151.86132400,-3853.27264681,30587.49910496,26186.56331633,0.00043132,0.00047217,0.01241429,0.66193705,1.18485576,0.00000000,ABORT
1053,98.68022451,98.68041385,0.10678544,0.02087018,494.94803691,-3624.69949297,24218.17879310,19628.31915494,0.00043165,0.00046967,0.07331741,0.65192987,1.18485576,0.00000000,ABORT
1054,98.64093440,98.64588955,0.20846810,0.02043848,-503.81185437,-4621.15178938,23931.29661090,16065.68736077,0.00042001,0.00046946,-0.08836158,0.65192987,1.18485576,0.00000000,ABORT
1055,98.64788403,98.65241526,-0.05808198,0.02037674,460.33068275,-3848.83941681,19361.56620815,25477.40682733,0.00041940,0.00046875,0.04623973,0.64047516,1.18485576,0.00000000,ABORT
1056,98.59347052,98.60045935,0.08207587,0.02108513,-369.26188690,-3736.02439704,31507.63913493,27319.62830495,0.00042564,0.00046965,-0.06136313,0.64047516,1.18485576,0.00000000,ABORT
1057,98.52244046,98.52732769,-0.08016235,0.02006017,-313.56964796,-3598.67369860,11364.12927487,21423.09353021,0.00041867,0.00046971,-0.01661655,0.64047516,1.18485576,0.00000000,ABORT
1058,98.61109668,98.61141142,-0.14247816,0.02029164,552.16159166,-2456.28674414,17614.95410217,25841.53250004,0.00043536,0.00047262,0.15968627,0.62334394,1.18485576,0.00000000,ABORT
1059,98.55040178,98.55898936,0.09495304,0.02004916,-397.14699049,-2034.13090907,32725.13499729,28979.86599544,0.00044302,0.00047263,-0.14935111,0.62334394,1.18485576,0.00000000,ABORT
1060,98.59111342,98.59138796,-0.16853385,0.02025039,294.52792537,-1340.83181370,19588.13192778,27158.15055622,0.00043609,0.00047328,0.10140653,0.61530199,1.19498096,1.00000000,PASSIVE_BUY
1061,98.64000033,98.63272525,0.07241690,0.02017486,305.18429899,-786.09437709,32900.51684719,29633.04307410,0.00044109,0.00047321,0.00817528,0.61530199,1.25395530,0.00000000,PASSIVE_SELL
1062,98.58607178,98.57829091,-0.15136079,0.02035382,-441.87268128,-1060.26235212,19044.82368455,19819.35045482,0.00044802,0.00047404,-0.10281545,0.59738290,1.26413221,-1.00000000,PASSIVE_SELL
1063,98.55037240,98.54414074,-0.06299666,0.02032554,-484.15336136,-931.25947819,28149.00091198,28375.09189087,0.00043442,0.00047435,0.01822916,0.59738290,1.30999437,-2.00000000,PASSIVE_SELL
1064,98.55460342,98.55106682,-0.05761420,0.02021078,641.37600359,422.76381257,23264.12408217,25112.18384273,0.00043276,0.00047435,0.03993040,0.59579243,1.31163772,-3.00000000,PASSIVE_SELL
1065,98.56626251,98.55868352,-0.13852854,0.02048578,505.05097780,1796.46375832,26045.47380555,30755.66153987,0.00043247,0.00047417,0.00742808,0.59579243,1.28690332,-4.00000000,PASSIVE_SELL
1066,98.59709863,98.59466377,-0.21035793,0.02093677,539.44993803,2595.14907375,18940.13713427,28304.01999006,0.00043391,0.00047380,0.01917702,0.59579243,1.17402724,-5.00000000,PASSIVE_SELL
1067,98.65249476,98.65992768,0.03309137,0.02002586,612.10011228,3800.00993013,21149.08091571,29562.13073377,0.00043961,0.00047173,0.02456001,0.60619004,1.15253478,-4.00000000,PASSIVE_BUY
1068,98.66746878,98.66572959,0.05841593,0.02101684,375.66285777,3672.22502039,26291.28147143,22726.40463115,0.00043924,0.00046664,-0.04042211,0.60805416,1.10314711,-5.00000000,PASSIVE_SELL
1069,98.72833082,98.72917055,-0.01793776,0.02010629,908.80199703,4814.89792244,23445.63577783,27358.43246374,0.00044041,0.00046845,0.04588802,0.60788755,1.08367713,-4.00000000,PASSIVE_BUY
1070,98.76876620,98.76521443,-0.14102325,0.02030703,494.55755977,4773.12067849,30491.25551083,37813.73483563,0.00043787,0.00046933,-0.02042667,0.60788755,0.93208915,-5.00000000,PASSIVE_SELL
1071,98.74839558,98.74506093,0.00706378,0.02009431,-549.18084027,3759.12734672,24366.68409551,22974.36076993,0.00043793,0.00046956,-0.06080599,0.60009621,1.04398941,-6.00000000,PASSIVE_SELL
1072,98.75508858,98.76194878,0.30629887,0.02003363,739.06843365,4450.58383658,31307.17850439,16579.42639187,0.00042177,0.00046894,0.02706362,0.60009621,1.06381273,-5.00000000,PASSIVE_BUY
1073,98.74350313,98.75289592,0.06098980,0.02108105,-304.65627146,3446.62673860,26735.64724859,24888.57808317,0.00042228,0.00046676,-0.01827844,0.60009621,1.08384387,-4.00000000,PASSIVE_BUY
1074,98.73534603,98.72752125,0.17957812,0.02057977,-702.12960420,3378.05600666,27647.78469351,18088.56637240,0.00042014,0.00046624,0.00342835,0.60193546,1.12676214,-5.00000000,PASSIVE_SELL
1075,98.65567957,98.65071375,-0.12123063,0.02029533,-467.24539769,3740.30796670,27953.88938196,31352.23012068,0.00043630,0.00046417,-0.07150937,0.60193546,1.53524216,-6.00000000,PASSIVE_SELL
1076,98.65136541,98.65366113,-0.13228962,0.02010326,-447.04486628,3589.57250003,20012.08054734,31244.24699393,0.00043489,0.00046074,0.07535231,0.60297565,1.15831964,-5.00000000,PASSIVE_BUY
1077,98.64107207,98.64184080,-0.03604690,0.02051790,-598.29094694,3358.02184949,26977.45652275,26996.96903567,0.00043342,0.00046026,-0.00597918,0.60297565,1.17804264,-4.00000000,PASSIVE_BUY
1078,98.70408716,98.70745933,-0.04411618,0.02010609,539.58762987,4239.05764647,18484.09070450,22740.83394533,0.00044058,0.00046054,0.07330843,0.59448577,1.12569831,-3.00000000,PASSIVE_BUY
1079,98.68832359,98.68748239,0.21775754,0.02072342,-713.95719551,2723.61479081,35127.59519596,20923.13817522,0.00044101,0.00046070,-0.07877867,0.59516888,1.18335075,-4.00000000,PASSIVE_SELL
1080,98.74974696,98.75497195,0.04046681,0.02035749,530.61542789,2780.46412186,28412.18511794,29165.53296228,0.00044834,0.00046246,0.07718695,0.59516888,1.08094990,-3.00000000,PASSIVE_BUY
1081,98.73748925,98.73689282,-0.06685379,0.02036915,-631.35648504,2363.66439752,27823.83904381,33959.51088853,0.00044508,0.00046076,-0.07368108,0.58426771,1.12790760,-4.00000000,PASSIVE_SELL
